Overall_Length_mm,Overall_Depth_mm,Overall_Height_mm,Seat_Height_mm,Backrest_Height_mm,Armrest_Height_mm
206.08001214882842,149.3011886748211,83.76398308500151,83.76398308500151,26.28196438472608,82.10000377604739
